gene,BCC199_G3F,BCC199_G3H,BCC199_G6M,BCC199_G6N,BCC199_S3K,BCC199_S3L,BCC199_S6T,BCC199_S6U,BCC56535_G3F,BCC56535_G3H,BCC56535_G6M,BCC56535_G6N,BCC56535_S3K,BCC56535_S3L,BCC56535_S6T,BCC56535_S6U,HUT2365_G3F,HUT2365_G3H,HUT2365_G6M,HUT2365_G6N,HUT2365_S3K,HUT2365_S3L,HUT2365_S6T,HUT2365_S6U
acu00064_4,559,394,230,303,70,107,146,119,1625,1272,748,649,84,58,146,129,486,325,412,481,117,79,155,194
acu00064_2,44739,30058,36852,38643,72466,73600,78452,74701,21454,19268,7379,13056,63181,48905,36145,36687,44955,35628,34140,46461,47797,41233,45357,59617
acu00064_3,4,1,0,3,2,2,5,3,3,1,1,3,12,6,3,8,51,48,51,58,38,26,33,45
acu00065_2,565,251,364,357,64,54,50,33,11,25,29,38,6,3,18,5,68,58,54,38,174,48,83,108
acu00065_3,202,115,237,325,80,62,69,92,440,502,36,112,125,102,67,68,236,141,217,214,71,73,422,369
acu00065_1,212,77,109,119,1219,1430,256,265,2848,5790,28,89,27,17,24,16,240,205,123,163,759,434,312,282
acu00066_2,731,445,385,426,13,12,27,20,387,199,140,93,44,32,13,19,264,207,204,260,120,21,73,88
acu00066_3,17767,12282,3777,3768,524,565,342,382,309,970,717,717,267,325,1436,1104,3863,2633,3527,4100,648,674,488,381
acu00066_4,675,97,134,146,89,146,514,2940,25,11,3,8,2,2,4,1,15,6,20,6,74,43,70,70
acu00067_2,493,307,269,192,87,111,143,135,1803,1996,757,760,372,515,243,325,355,381,446,447,111,76,164,198
acu00067_3,387,694,473,529,555,855,287,321,2818,8155,4012,8513,9968,15729,1600,2274,431,466,610,473,486,428,550,191
acu00067_1,86,27,13,22,35,43,45,31,264,404,344,383,794,888,823,781,275,249,247,250,276,181,276,437
acu00068_1,161,138,99,94,93,110,391,457,1495,1098,392,237,214,107,636,401,303,185,242,402,144,76,174,193
acu00068_3,100,23,220,71,30,43,14,15,0,2,0,1,1,1,0,0,13,12,12,11,10,1,1,4
acu00068_2,2,0,7,4,0,0,0,0,0,0,1,0,2,0,0,1,22,41,34,3,92,68,133,210
acu00069_3,38,13,12,10,13,18,38,13,22,61,8,32,68,47,126,40,36,25,37,43,74,24,83,79
acu00069_2,3763,1656,1113,1028,880,1045,1650,1500,947,987,1562,1322,4892,2186,3841,2452,2073,1794,2511,2727,595,388,1256,1066
acu00069_1,5584,5247,10761,8061,5719,5232,10289,8999,7045,12608,6467,10898,8401,15492,7197,7337,13047,9327,11062,15728,7083,1415,6306,10334
acu00069_4,0,1,1,0,1,1,19,3,31,30,50,69,275,212,196,162,8,2,13,17,9,6,4,11
acu00071_2,842,136,226,170,75,47,60,59,72,65,4,18,9,5,18,12,13949,11321,13129,15199,22,19,55,65
acu00071_1,1172,1167,1200,951,463,660,1332,1282,93,72,66,53,127,53,309,220,676,494,588,763,657,180,954,1193
acu00072_1,7141,7503,4398,3768,221,275,352,292,0,0,0,0,1,0,2,2,7,3,7,16,4,5,9,2
acu00072_4,3817,2119,744,612,6,19,6,6,87,157,86,76,89,62,114,127,469,374,406,449,362,194,383,344
acu00072_2,1691,1808,684,648,28,42,30,45,917,1819,1092,874,55,78,34,55,143,153,164,195,86,69,49,57
acu00073_2,1,1,1,0,1,1,0,2,0,0,2,0,0,0,0,0,0,1,4,4,1,4,2,3
acu00073_1,349,114,175,193,90,115,99,86,69,34,34,74,508,611,333,356,72,129,153,108,391,297,415,344
acu00074_2,1,3,14,2,4,0,4,2,2,5,1,68,0,1,1,0,50,102,85,34,3,70,2,7
acu00074_1,364,205,527,416,141,207,183,123,284,487,38,87,32,26,15,31,62,83,58,48,119,950,181,200
acu00075_2,126641,145766,169449,184842,167516,168067,173537,161777,100907,145571,42076,87899,204897,176375,93419,129465,104929,89727,74468,97842,110455,94217,76441,133592
acu00075_3,28,5,5,10,4,1,3,3,45,26,10,24,4,17,1,4,23,16,17,17,7,4,8,4
acu00075_1,2692,2390,1737,1891,2204,2206,2229,2050,275,611,540,542,913,1068,577,719,1300,1005,1184,1357,954,441,1385,1460
acu00076_2,269,132,212,145,374,526,223,160,58,88,69,39,21,50,28,28,236,201,173,235,82,55,120,183
acu00076_3,0,2,1,1,0,2,1,2,34,6,0,0,0,1,0,1,149,391,208,132,527,533,442,594
acu00076_1,2349,1744,1897,1939,4282,5512,2521,2111,2669,2486,1275,1418,1851,2024,2371,3079,4133,3700,2812,3921,3487,2007,3371,5770
acu00078_1,13,8,30,46,2,2,1,3,35,19,6,8,14,9,3,8,51,60,108,85,0,1,0,1
acu00078_2,155,160,316,328,27,26,3,2,5,52,14,27,21,32,8,1,312,262,182,258,25,17,48,36
acu00079_2,353,216,196,246,142,144,64,82,100,4972,647,517,301,177,1718,562,439,276,125,390,162,101,176,419
acu00079_1,763,436,773,602,3659,4394,1627,1219,299,369,76,284,365,191,330,375,1119,928,590,1025,609,438,668,1139
acu00080_1,1272,678,777,986,952,860,1096,770,669,1666,231,634,2170,1151,720,782,745,458,451,714,399,378,1447,1846
acu00080_4,45,33,106,59,23,19,98,112,353,322,137,351,440,221,552,532,4,5,2,8,567,214,762,686
acu00081_1,1005,940,671,558,1210,1379,5723,5144,5582,4507,1061,1327,855,545,2651,1302,1995,1486,1386,2070,1243,1223,1849,3152
acu00081_3,510,761,282,369,645,770,11199,9343,5188,4440,404,897,241,150,1580,770,3788,3174,3096,4019,459,1291,1404,2705
acu00081_2,1356,1768,1495,1416,6014,6210,5647,5342,1836,3222,1193,1568,2887,4457,639,621,6402,5878,6469,6671,37415,27075,39806,37192
acu00082_1,3425,4371,1992,1491,3461,3795,9531,12257,2188,2383,2411,4079,6766,6500,29976,34730,11893,10452,9688,11011,17136,8234,38691,26636
acu00082_3,1891,1765,1139,793,1995,2150,1620,1586,2833,2322,2672,3720,7854,8377,1602,3083,938,772,850,1032,1259,555,721,1004
acu00082_2,174,30,137,120,20,32,26,41,61,85,172,116,31,34,28,37,36,21,26,43,21,14,10,15
acu00084_3,87,59,49,62,99,157,71,75,9,41,26,45,408,307,328,233,149,157,141,234,386,144,552,535
acu00084_2,353,195,72,101,95,65,188,153,211,119,86,106,53,97,50,87,102,67,79,111,76,155,203,130
acu00084_1,300,452,489,368,892,908,761,735,695,939,870,1434,11882,4670,2346,889,705,682,1007,973,868,181,385,330
acu00085_3,33,40,76,21,2305,2700,1879,1578,57,99,33,80,197,223,224,61,230,175,133,300,115,164,192,189
acu00085_2,1525,915,839,887,1165,1522,3940,3827,239,342,125,172,1509,944,5543,703,3411,3266,4232,4231,890,1018,3715,3678
acu00085_1,3097,2633,2684,2023,3889,4051,3094,2788,1771,1581,762,1605,1614,1346,983,1316,1461,1031,1068,1337,1107,602,773,962
acu00086_3,420,249,228,204,25320,26743,20825,16516,839,546,771,1186,7091,6077,3146,1049,295,273,271,282,3915,4232,14845,13516
acu00086_2,669,529,745,599,4309,4897,3415,2295,236,212,306,384,1333,979,1942,905,216,180,190,270,412,1108,3987,2503
acu00086_1,1814,1670,2048,1768,10897,12032,2858,2626,11270,17229,2100,3833,3996,4459,1555,1490,4837,4122,3431,4831,13970,12259,4485,7461
acu00087_2,1068,1245,1886,1874,1499,1854,1264,881,1913,1844,2056,2605,2045,2720,1863,2824,4124,3738,3658,4427,3553,1549,3017,4541
acu00087_1,61,82,63,51,132,138,161,137,45,101,13,23,59,109,29,35,111,130,143,118,138,89,190,215
acu00087_3,608,552,624,520,170,200,484,444,553,1221,620,1118,70,219,1010,717,1058,1254,894,980,2124,1238,1432,1368
acu00088_3,1776,846,1534,1090,221,258,255,236,93,186,128,123,565,452,518,224,196,186,228,223,80,122,334,469
acu00088_2,46,115,53,82,14,16,10,24,22,101,286,776,27,64,31,19,191,156,181,215,53,16,205,146
acu00088_1,428,133,176,154,98,127,234,217,101,47,30,99,90,79,99,149,13,14,11,15,5,2,6,4
acu00090_1,840,665,606,648,196,195,274,375,62,197,61,95,42,46,146,44,658,477,749,704,74,72,117,119
acu00090_2,8795,4174,2220,2905,116,171,146,111,493,501,381,276,523,470,1311,415,4147,3105,4489,4609,1991,8453,1065,1479
acu00091_2,19,41,41,69,63,133,10,5,103,85,241,149,79,53,51,62,142,94,104,186,76,44,113,108
acu00091_1,506,337,444,477,145,181,223,212,104,110,106,138,19,16,25,31,502,472,469,497,192,193,265,299
acu00091_3,16,2,8,2,13,29,1,3,2,5,5,14,27,22,11,12,0,0,0,0,2,0,0,4
acu00092_1,15,49,33,33,26,23,22,9,169,95,58,153,19,37,2,4,27,25,32,38,58,183,122,128
acu00092_2,3,9,6,12,3,2,9,1,5,13,2,12,0,3,28,28,4,6,9,2,0,3,2,0
acu00093_1,2197,1558,1342,1009,446,536,678,765,1109,536,1738,2403,1412,1378,2294,3292,3744,3190,3158,3320,3667,1890,2544,2277
acu00093_2,72,75,60,43,17,36,224,215,84,122,75,69,37,34,40,59,67,37,47,67,51,19,32,38
acu00093_3,0,2,0,0,11,17,29,6,4,1,0,0,2,3,0,0,4,7,5,13,0,6,0,1
acu00094_2,63420,33236,33190,29199,19587,21227,26644,26369,38651,35929,57830,49268,81356,75438,53207,75004,50556,48515,56382,54554,38223,30796,43619,49943
acu00094_1,12560,10911,11777,12378,14946,15914,13570,13259,15874,19757,8372,13426,17826,16551,12842,17081,14984,11921,14258,15334,10350,9147,12549,14427
acu00095_1,640,429,444,431,234,260,233,232,212,232,21,126,111,102,52,98,3,5,0,2,6,3,3,1
acu00095_4,6,0,1,0,34,41,10,23,0,4,0,2,1,6,3,6,6,3,12,6,5,5,14,11
acu00097_1,162,71,155,104,53,63,99,120,414,177,203,252,156,174,215,104,199,180,192,191,165,113,198,221
acu00097_3,505,427,637,454,294,321,204,174,88,66,28,198,125,76,383,296,274,189,204,239,355,171,250,282
acu00097_2,2,1,0,0,0,0,0,0,2,3,5,10,1825,1692,125,314,52,31,29,53,1553,653,1863,1573
acu00098_2,0,0,4,0,98,128,376,164,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
acu00098_3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,0
acu00098_1,659,442,636,570,157,192,742,593,417,340,362,245,288,293,161,87,135,160,171,164,270,210,190,251
acu00099_2,244,176,207,236,11,15,75,58,151,104,49,43,52,61,63,75,50,65,53,25,336,138,265,231
acu00099_1,22,18,14,26,12,19,21,15,64,105,54,88,41,54,2,24,155,82,96,155,92,85,47,90
acu00100_3,3307,3142,3567,2762,3362,3611,1947,2094,2182,2216,1552,2959,2997,2085,2494,2390,3636,3367,3059,3919,1639,1172,1095,1691
acu00100_2,642,495,697,728,313,327,255,270,2778,4089,3594,3961,1400,1091,1710,1541,1805,1674,1307,1772,998,483,536,617
acu00101_1,2867,2551,3036,2901,3040,3400,4006,3320,321,226,168,363,643,431,908,1047,2287,1849,1927,2333,1993,720,1693,1215
acu00101_3,39,28,29,15,4,6,12,14,4,3,1,0,1,6,1,1,86,94,117,107,29,8,27,24
acu00102_2,190,125,136,105,101,147,65,87,308,251,363,581,363,458,456,423,141,113,143,181,179,84,250,175
acu00102_1,365,143,207,195,137,147,136,152,32,32,37,51,85,55,42,46,23,16,13,11,16,0,18,28
acu00103_3,207,233,155,203,70,86,80,83,560,698,867,1307,521,444,527,598,261,171,189,221,146,54,91,175
acu00103_1,952,589,703,680,852,904,672,629,1272,915,572,697,1155,1172,846,1073,1226,1075,1067,1114,1197,869,750,963
acu00104_3,1,0,0,0,4,3,6,1,4,16,5,16,0,6,31,50,27,14,16,21,47,17,81,85
acu00104_1,3271,3125,2309,2203,15745,16655,6582,5675,2749,2262,718,2122,2760,1432,1720,1980,2463,1656,1210,2269,1452,1373,1390,3211
acu00105_1,1804,1046,1943,2052,2183,2331,2587,2564,1281,1684,3297,5171,2009,1561,4501,4150,3877,3243,3392,4219,2656,1370,3465,3341
acu00105_2,4447,3287,5384,5514,1911,1843,2401,2110,56,23,27,57,58,52,49,23,30,15,16,25,15,7,9,13
acu00106_2,1865,554,692,758,29,28,80,70,25,28,111,54,38,44,59,23,55,52,57,75,233,112,240,268
acu00106_3,2438,1928,1676,1180,803,823,942,1017,292,193,335,252,813,833,1378,1123,851,642,836,889,365,229,356,452
acu00106_1,485,235,331,210,6,19,55,37,4,24,21,5,56,68,30,38,109,71,91,143,62,28,195,207
acu00107_2,188,68,79,49,180,162,226,214,72,180,50,104,3400,1887,815,212,183,237,267,222,178,178,120,159
acu00107_1,3854,2283,2794,2362,2391,2427,1562,1591,1757,2648,1878,2611,1591,1683,2650,2723,4086,3689,3665,4326,2993,1366,1989,2474
acu00108_1,137,233,188,148,43,56,82,71,321,304,269,339,273,199,771,651,133,122,109,97,36,23,34,35
acu00108_2,1820,1204,1278,832,970,1114,985,1010,259,275,305,349,462,559,414,435,335,352,441,428,496,218,400,370
acu00109_2,37,18,48,55,151,135,243,332,10,37,84,133,11,2,9,5,9,11,10,11,17,12,9,16
acu00109_3,15,14,10,9,193,206,22,28,102,178,216,350,392,501,509,350,38,39,40,42,13,2,5,13
acu00110_1,11212,5533,6246,5167,2546,2670,3112,2718,14322,14927,7096,6283,6236,8287,3693,3801,3271,3363,4616,3574,3150,6478,3389,3885
acu00110_2,2401,1985,1373,1119,123,144,231,235,634,1008,433,598,1015,952,257,225,10,3,3,18,194,54,146,235
acu00111_2,8,1,1,1,2,3,0,6,213,31,462,650,524,413,369,297,17,12,12,19,8,9,7,5
acu00111_1,498,279,367,325,334,326,580,534,26,46,32,59,552,260,1669,558,269,283,302,366,297,832,564,750
acu00112_1,715,434,456,400,583,697,455,479,416,730,418,649,664,673,352,438,780,818,719,851,1238,402,783,651
acu00112_3,47,21,28,48,21,28,21,12,77,107,62,126,68,55,145,124,89,87,63,91,71,57,49,95
acu00112_2,74,24,93,57,179,191,179,165,58,65,45,59,197,198,150,165,106,70,39,99,76,63,93,155
acu00113_2,77,256,399,305,130,152,269,439,22,120,121,187,44,27,430,525,138,122,122,155,310,866,573,492
acu00113_1,5,6,2,3,41,90,206,98,49,24,15,13,15,11,5,9,0,0,0,0,0,0,0,0
acu00115_2,199,690,637,434,39,42,400,310,12717,22190,12509,21190,75,186,3,1,3689,2755,2216,3279,35,746,63,65
acu00115_1,12,7,94,89,4,34,61,34,0,7,22,1,38,39,178,187,0,2,0,0,0,2,19,33
acu00116_2,24,14,28,19,26,34,20,14,5,594,131,659,6,3,2,2,690,890,527,449,0,1,0,0
acu00116_1,7,1,1,1,1,0,1,3,0,3,8,6,80,72,41,4,32,40,47,96,3,1,36,20
acu00117_1,49,33,48,33,28,35,32,70,840,878,2094,2726,31,98,23,5,59,143,43,39,8306,4125,2202,2492
acu00117_2,194,61,144,120,35,29,16,13,8,19,4,3,2,4,11,0,17,15,14,23,1,4,13,3
acu00117_3,25,5,9,4,695,813,154,267,34,149,2,9,45,60,10,15,1,5,0,3,56,568,78,48
acu00118_1,25,49,33,51,815,661,46,41,481,910,3971,2214,1315,6547,243,933,386,390,363,385,2034,305,356,513
acu00118_2,1859,2009,1195,1359,2196,2426,1487,1302,250,293,739,555,3012,1954,2081,1671,1352,1325,1574,1650,739,381,893,828
acu00118_3,2,12,10,9,4,1,2,6,69,55,3,1,5,4,2,6,6,1,6,10,4,0,1,3
acu00119_2,452,1157,1207,1412,620,829,2248,2031,1710,2450,1769,3717,5882,5398,7714,1926,4888,3655,5263,5900,727,1352,637,812
acu00119_1,202,140,141,156,2878,2778,1588,1587,1983,3748,2458,3354,13722,12971,8756,4946,5538,4948,6892,7094,12623,3893,6647,5492
acu00119_3,1086,464,408,307,264,263,145,146,550,1272,1203,2202,1394,1933,799,529,388,319,381,457,1038,550,668,619
acu00120_2,1327,678,1060,999,2618,2405,2476,2216,692,989,570,762,887,1231,656,759,1393,1273,1055,1428,2384,706,1038,1430
acu00120_1,1588,1112,1246,1312,1650,1554,961,755,724,1229,756,1118,685,575,758,854,1789,1804,1406,1649,1251,540,867,1267
acu00120_3,1344,592,1001,975,1271,1426,1081,757,900,850,533,646,615,435,783,1084,720,649,421,741,625,249,419,729
acu00121_2,524,689,770,1121,192,250,580,552,382,311,425,376,833,589,1135,909,419,312,431,480,181,108,320,403
acu00121_3,141,91,116,101,116,134,84,129,104,142,159,173,156,144,154,187,286,309,244,336,296,204,212,376
acu00121_1,33,43,96,101,4,2,12,18,1691,4867,675,1053,77,143,94,98,2472,1670,1910,2918,22,310,209,104
acu00122_1,9565,9764,8004,7063,2049,2307,1748,1783,4554,5789,4475,8377,5112,4723,2852,4005,4285,2802,2837,4707,995,525,1055,1380
acu00122_2,5055,3837,4337,4355,5964,5959,4248,4489,4643,6759,3129,5751,4091,2404,3178,3687,3653,3378,2779,3715,2022,1327,1649,2542
acu00123_2,4101,3056,3825,3035,2694,2891,2160,2332,3096,3816,2031,2735,4611,3672,3278,2815,1905,1543,1615,1905,1275,841,1113,2041
acu00124_2,3800,1574,2835,2773,3506,4455,4343,3700,2559,3158,2381,2824,6121,6150,5364,4978,2977,2529,3133,3326,4900,4003,4488,6975
acu00124_3,22162,21643,16387,9465,2206,2585,2595,3184,11780,4520,5504,5936,13470,10572,2153,3021,7643,6016,7351,8546,21595,10491,6923,12496
acu00124_1,10191,6477,8787,7999,3527,3638,2622,2723,3232,4512,2564,3204,3528,2554,2614,2380,8794,9966,8527,8760,6436,4687,3843,6188
acu00125_1,1444,757,683,428,4790,5113,3113,3626,30,32,718,1432,75,88,3197,3856,1914,1981,2067,2185,3431,961,1933,1356
acu00125_2,283,295,306,431,220,196,163,166,81,172,55,265,246,358,23,66,0,0,1,0,14,3,3,8
acu00126_2,4545,4896,2867,2067,17006,18694,18707,18470,13861,20342,9582,9054,15770,13922,11916,16163,10233,9839,10128,11048,21632,18532,27267,29504
acu00126_1,530,344,835,624,107,88,102,65,1180,2004,1517,2853,71,68,32,17,3201,3027,3564,3569,63,42,50,45
acu00126_3,267,358,303,397,100,146,17,9,130,137,165,613,36,52,44,26,557,559,534,604,132,118,89,157
acu00127_3,38,74,27,23,28,41,146,108,56,248,13,21,49,36,15,14,3,0,1,1,2,7,4,3
acu00127_1,238,472,159,163,8300,8598,3091,3183,2003,5907,1417,2594,7747,7415,3549,4590,1307,1753,1033,1102,6996,4739,4968,6326
acu00127_2,222,93,260,221,1,1,7,2,174,413,319,657,1,0,0,0,1018,805,817,1004,36,7,26,36
acu00128_1,510,384,232,219,375,484,379,410,49,64,127,200,391,400,1589,1978,334,325,514,417,326,273,651,752
acu00128_2,1151,2563,1181,1675,123,200,246,153,1268,1142,4182,2128,553,341,1239,3297,1753,1446,1825,1660,2092,682,2200,2761
acu00129_1,3209,6325,2012,1657,537,534,531,507,1286,1263,29140,7215,3830,3070,3926,3333,15152,11954,16500,17791,1471,896,1307,1267
acu00129_3,174,112,163,112,133,182,168,176,104,175,799,281,257,201,143,238,317,245,295,300,266,105,285,321
acu00129_2,677,1882,752,651,322,397,339,232,335,532,13903,2064,189,259,55,87,5715,4076,6025,6725,82,70,58,109
acu00130_3,6043,7283,4074,4143,9245,10553,3301,5014,41921,38149,20370,17811,21773,26845,4933,13590,55067,55031,55704,54370,30603,30838,31811,43820
acu00130_2,961,605,515,475,775,956,384,339,3099,1412,2843,3060,2521,4840,790,1208,957,1012,1029,819,5328,1792,942,2125
acu00130_1,3333,2741,1946,1646,10015,10435,9854,10186,21073,28582,10933,15357,7801,7191,9882,9341,16120,18355,14349,16237,28352,24985,30958,30656
acu00131_1,3223,2514,2575,2460,6211,6429,4104,4429,3237,3612,4144,3441,4399,5367,2123,2196,1831,1881,2051,1787,4331,2089,3158,3447
acu00131_2,879,1216,1234,1107,934,1113,1353,939,513,845,600,982,890,882,622,740,6142,6454,8084,7132,1475,1802,922,1512
acu00132_1,23,10,14,11,10,22,53,26,87,67,70,84,420,436,223,215,9966,9528,13653,12047,250,106,208,228
acu00132_3,19,4,8,3,5,6,7,1,17,5,32,26,36,70,30,21,52,54,90,53,32,75,43,35
acu00132_2,481,575,602,612,403,571,2218,900,96,120,483,324,5221,4963,4293,2092,367,333,590,475,349,435,4183,5920
acu00133_2,458,190,230,205,300,297,167,206,295,167,296,367,213,290,174,136,31,36,17,24,12,16,55,36
acu00133_1,344,383,370,364,721,876,938,687,289,339,478,776,1114,504,2609,2049,216,251,167,186,419,237,555,467
acu00134_1,179,92,10,20,0,1,2,3,0,1,0,3,1,5,0,1,44,41,37,47,12,33,20,19
acu00134_2,456,633,607,426,432,422,852,645,2516,3866,263,860,157,342,11,35,78,381,271,55,196,3160,284,257
acu00134_3,248,109,66,72,68,59,55,61,219,363,606,1031,602,633,339,285,202,174,169,177,210,91,165,136
acu00135_3,748,478,403,434,2963,3223,304,157,3257,3832,1477,3351,1604,2112,761,983,3505,4576,5790,4436,4070,2219,523,527
acu00135_2,23,15,15,9,15401,14758,526,149,80,140,36,84,14499,12290,958,799,160,100,97,204,7297,1490,2729,5538
acu00136_2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
acu00136_3,5625,4961,6649,5722,3364,4418,3355,3194,4930,5331,4571,6093,2802,2457,2821,3730,7124,5592,6084,7503,4387,4256,5243,7538
acu00136_1,5873,3197,3856,3036,4100,4742,3603,3581,8118,5951,3467,1947,4784,5542,4074,6161,4874,4030,4492,5839,5801,4506,8442,8349
acu00137_2,750,237,411,500,546,1397,748,1068,1,5,2,1,0,2,0,2,42,34,23,30,20,9,24,23
acu00137_3,0,8,5,5,613,1028,1904,900,58,23,7,10,16,6,1,0,0,0,0,0,0,1,0,0
acu00137_1,593,403,299,133,768,1000,8453,8481,203,157,78,138,234,86,174,364,1,0,0,1,21,19,31,24
acu00138_1,556,454,586,327,3,3,13,3,3467,3747,4395,2914,39,167,7,26,1862,1491,1706,2106,5,52,7,12
acu00138_2,4,9,4,5,30,58,15,11,46,102,35,26,195,191,41,111,30,29,16,21,237,60,72,86
acu00139_2,3992,2136,1093,1177,1338,1457,1338,1137,354,734,417,386,4300,2869,3049,1659,1964,1865,2294,2223,2168,1006,1945,1516
acu00139_3,6895,4927,3825,4542,5708,6092,7088,6368,1658,2193,3264,2760,11187,7582,7111,4370,14495,13117,15890,17591,13999,5719,9143,9116
acu00139_1,2316,1632,968,1019,3229,4625,4469,2798,692,1409,911,880,13795,8580,2589,1435,2896,3063,3330,3127,7343,3971,2036,2504
acu00140_1,1410,1422,1536,1434,1594,1740,1478,1531,1564,1717,945,1469,3026,2372,1795,1886,1256,923,920,1297,1596,1037,1268,1736
acu00140_2,20133,19008,21161,18743,17666,18809,15709,15602,25894,28369,21692,20314,23718,23110,18623,23904,17446,17273,19845,19048,23186,17942,19211,21586
acu00140_3,3496,2572,2820,2219,1903,2070,1914,1907,1450,1931,2731,2370,2490,2479,2079,2244,2621,2443,2911,2893,3673,2014,2042,2136
acu00141_1,93,435,327,153,667,843,302,370,347,427,382,376,3524,1696,961,1520,210,150,220,235,696,520,2094,2025
acu00141_2,31499,44296,58976,59801,13143,15022,60913,38243,171502,196060,44228,77063,1131,1832,487,472,7919,16256,1853,1167,1591,24282,3425,7273
acu00141_3,8296,28680,10378,9112,22871,22258,38192,41435,10331,13313,24023,34204,8630,14766,1234,1761,34544,25399,24807,36299,53610,47784,16481,28992
acu00142_1,249,209,200,266,99,124,150,116,99,211,86,203,73,92,54,65,176,173,166,177,149,70,78,119
acu00142_2,2,1,1,1,0,0,0,0,99,155,2,2,0,3,0,0,35,57,20,30,8,11,20,31
acu00143_2,1848,4292,3612,2756,8813,8946,6635,5088,9450,14794,10150,19287,3930,9677,2711,3608,5554,7011,4542,4572,16146,6925,5391,16157
acu00143_1,261,369,725,643,189,177,270,249,1120,1417,407,781,224,484,93,260,884,907,916,1048,901,327,288,615
acu00144_1,71,203,978,1065,2941,3224,763,527,2931,58482,16299,48676,58,83,21,10,31907,32315,26488,30027,45,77,11,23
acu00144_2,168,1904,1324,1893,8287,8590,627,369,1040,2288,2995,3825,3637,2995,342,484,594,599,512,668,237,153,279,357
acu00144_3,0,546,68,306,7,10,2,4,11,4047,732,2805,8,16,29,65,7609,7604,6535,6467,4,5,69,15
acu00145_1,295,185,212,135,1235,1245,261,193,328,828,1373,3964,6766,6668,1366,1010,2513,2345,3332,3134,5175,2434,1759,1526
acu00145_2,30837,19523,13236,9899,1904,2499,6204,7445,13230,24975,13258,11984,12355,11674,11578,5596,4504,6321,7619,4411,10444,8089,5785,6708
acu00146_1,1902,986,1263,1476,828,850,999,956,338,455,704,752,660,535,664,760,2164,1730,1865,2111,2379,1246,2097,2819
acu00146_2,17,4,1,3,1,0,1,0,6,17,2,8,20,10,9,3,1,0,0,4,1,1,2,1
acu00147_3,42,34,49,21,0,1,1,0,53,69,52,59,156,123,323,209,116,104,52,133,8,2,1,3
acu00147_1,1128,1088,249,610,676,1378,1396,716,3497,4242,3683,809,34980,10821,41787,19980,29417,24790,31925,32792,18212,15374,33103,41052
acu00147_2,64,28,17,19,2,3,2,0,24,285,47,78,4,11,2,2,44,20,42,43,30,16,74,65
acu00148_1,112,78,74,86,209,171,101,65,294,830,83,109,90,100,60,72,57,26,40,62,31,27,33,103
acu00148_2,3213,1459,1346,1321,5509,5716,2822,3000,591,608,1135,749,11005,10841,13012,12052,1777,1711,1900,1894,12804,8250,6891,7283
acu00149_1,737,1279,1305,1412,486,496,493,385,7287,10305,3987,9983,3823,3706,907,1035,3249,5569,3736,2972,5095,3090,1077,1509
acu00149_3,840,768,927,860,2429,2345,1187,904,148,184,229,209,8159,6996,647,396,745,992,1414,1041,497,312,523,568
acu00149_2,41,45,61,133,291,305,160,141,28,80,91,86,110,99,237,191,136,109,142,171,91,28,76,131
acu00150_1,8440,4056,4181,4315,1803,1729,2988,2477,2227,2796,3285,4329,1418,1235,2147,1557,2865,2547,2241,2890,792,612,842,1828
acu00150_3,306,209,156,212,285,303,153,113,14,17,5,18,12,26,7,6,73,66,49,77,19,13,22,39
acu00150_2,117,19,20,9,11,14,10,10,1,1,0,0,29,14,8,6,0,1,0,1,4,2,8,5
